"data_id","age","language","form","birth_order","ethnicity","sex","mom_ed","measure","vocab","demo","n","demo_label"
2730,19,"English","WS","Second","White","Female","Some College","production",66,"All Data",5498,"All Data (n = 5498)"
2731,24,"English","WS","Second","White","Female","Some College","production",357,"All Data",5498,"All Data (n = 5498)"
2732,30,"English","WS","Second","White","Female","Some College","production",642,"All Data",5498,"All Data (n = 5498)"
2733,25,"English","WS","Second","White","Female","College","production",379,"All Data",5498,"All Data (n = 5498)"
2735,19,"English","WS","Second","White","Female","Graduate","production",284,"All Data",5498,"All Data (n = 5498)"
2736,19,"English","WS","First","White","Female","College","production",207,"All Data",5498,"All Data (n = 5498)"
2737,24,"English","WS","First","White","Female","Some Graduate","production",483,"All Data",5498,"All Data (n = 5498)"
2738,25,"English","WS","Second","White","Male","College","production",349,"All Data",5498,"All Data (n = 5498)"
2739,29,"English","WS","Second","White","Male","College","production",597,"All Data",5498,"All Data (n = 5498)"
2740,20,"English","WS","Second","Black","Female","Graduate","production",139,"All Data",5498,"All Data (n = 5498)"
2741,18,"English","WS","First","Black","Female","Graduate","production",60,"All Data",5498,"All Data (n = 5498)"
2742,25,"English","WS","First","White","Female","Graduate","production",330,"All Data",5498,"All Data (n = 5498)"
2744,30,"English","WS","First","Black","Female","Some College","production",444,"All Data",5498,"All Data (n = 5498)"
2745,18,"English","WS","Sixth","White","Female","Secondary","production",25,"All Data",5498,"All Data (n = 5498)"
2746,24,"English","WS","Sixth","White","Female","Secondary","production",9,"All Data",5498,"All Data (n = 5498)"
2747,30,"English","WS","Sixth","White","Female","Secondary","production",15,"All Data",5498,"All Data (n = 5498)"
2748,25,"English","WS","First","White","Male","College","production",355,"All Data",5498,"All Data (n = 5498)"
2750,19,"English","WS","First","White","Female","Graduate","production",251,"All Data",5498,"All Data (n = 5498)"
2751,30,"English","WS","First","White","Female","Graduate","production",612,"All Data",5498,"All Data (n = 5498)"
2752,18,"English","WS","First","White","Female","Graduate","production",273,"All Data",5498,"All Data (n = 5498)"
2753,24,"English","WS","First","White","Female","Graduate","production",470,"All Data",5498,"All Data (n = 5498)"
2755,21,"English","WS","Second","White","Female","Secondary","production",117,"All Data",5498,"All Data (n = 5498)"
2756,18,"English","WS","First","White","Female","Graduate","production",187,"All Data",5498,"All Data (n = 5498)"
2757,24,"English","WS","First","White","Female","Graduate","production",550,"All Data",5498,"All Data (n = 5498)"
2758,18,"English","WS","First","White","Female","Some College","production",202,"All Data",5498,"All Data (n = 5498)"
2759,25,"English","WS","First","White","Female","Some College","production",436,"All Data",5498,"All Data (n = 5498)"
2760,30,"English","WS","First","White","Female","Some College","production",510,"All Data",5498,"All Data (n = 5498)"
2761,19,"English","WS","Second","White","Female","Some Graduate","production",55,"All Data",5498,"All Data (n = 5498)"
2762,27,"English","WS","Second","White","Female","Some Graduate","production",536,"All Data",5498,"All Data (n = 5498)"
2763,18,"English","WS","First","White","Female","College","production",184,"All Data",5498,"All Data (n = 5498)"
2764,24,"English","WS","First","White","Female","College","production",474,"All Data",5498,"All Data (n = 5498)"
2765,29,"English","WS","First","White","Female","College","production",627,"All Data",5498,"All Data (n = 5498)"
2766,23,"English","WS","Third","White","Female","College","production",260,"All Data",5498,"All Data (n = 5498)"
2767,30,"English","WS","Third","White","Female","College","production",519,"All Data",5498,"All Data (n = 5498)"
2768,24,"English","WS",NA,"White","Male",NA,"production",341,"All Data",5498,"All Data (n = 5498)"
2769,26,"English","WS","First","White","Female","College","production",590,"All Data",5498,"All Data (n = 5498)"
2770,19,"English","WS","Second","White","Female","Graduate","production",146,"All Data",5498,"All Data (n = 5498)"
2771,30,"English","WS","Second","White","Female","Graduate","production",626,"All Data",5498,"All Data (n = 5498)"
2772,18,"English","WS","First","White","Female","College","production",73,"All Data",5498,"All Data (n = 5498)"
2773,22,"English","WS","First","White","Female","College","production",244,"All Data",5498,"All Data (n = 5498)"
2774,29,"English","WS","First","White","Female","College","production",631,"All Data",5498,"All Data (n = 5498)"
2775,19,"English","WS","Third","White","Female","College","production",104,"All Data",5498,"All Data (n = 5498)"
2776,24,"English","WS","Third","White","Female","College","production",329,"All Data",5498,"All Data (n = 5498)"
2777,30,"English","WS","Third","White","Female","College","production",553,"All Data",5498,"All Data (n = 5498)"
2778,24,"English","WS","First","White","Female","Some College","production",226,"All Data",5498,"All Data (n = 5498)"
2779,29,"English","WS","First","White","Female","Some College","production",475,"All Data",5498,"All Data (n = 5498)"
2780,18,"English","WS","First","White","Male","Graduate","production",11,"All Data",5498,"All Data (n = 5498)"
2781,30,"English","WS","First","White","Male","Graduate","production",72,"All Data",5498,"All Data (n = 5498)"
2782,24,"English","WS","Third","White","Female","College","production",414,"All Data",5498,"All Data (n = 5498)"
2783,19,"English","WS","Second","White","Female","Secondary","production",330,"All Data",5498,"All Data (n = 5498)"
2784,24,"English","WS","Second","White","Female","Secondary","production",522,"All Data",5498,"All Data (n = 5498)"
2785,30,"English","WS","Second","White","Female","Secondary","production",634,"All Data",5498,"All Data (n = 5498)"
2786,24,"English","WS","First","White","Female","College","production",486,"All Data",5498,"All Data (n = 5498)"
2787,24,"English","WS","First","White","Male","College","production",161,"All Data",5498,"All Data (n = 5498)"
2788,29,"English","WS","Third","White","Male",NA,"production",63,"All Data",5498,"All Data (n = 5498)"
2789,21,"English","WS","First","Black","Male","Some College","production",192,"All Data",5498,"All Data (n = 5498)"
2790,24,"English","WS","First","Black","Male","Some College","production",267,"All Data",5498,"All Data (n = 5498)"
2792,24,"English","WS","First","White","Male","Graduate","production",45,"All Data",5498,"All Data (n = 5498)"
2793,30,"English","WS","First","White","Male","Graduate","production",266,"All Data",5498,"All Data (n = 5498)"
2794,18,"English","WS","First","White","Male","Graduate","production",56,"All Data",5498,"All Data (n = 5498)"
2795,24,"English","WS","First","White","Male","Graduate","production",234,"All Data",5498,"All Data (n = 5498)"
2796,18,"English","WS","Third","White","Female","Secondary","production",320,"All Data",5498,"All Data (n = 5498)"
2797,18,"English","WS","First","White","Male","Some College","production",93,"All Data",5498,"All Data (n = 5498)"
2798,25,"English","WS","First","White","Male","Some College","production",369,"All Data",5498,"All Data (n = 5498)"
2799,29,"English","WS","First","White","Male","Some College","production",500,"All Data",5498,"All Data (n = 5498)"
2800,18,"English","WS","Fifth","White","Male","Some College","production",27,"All Data",5498,"All Data (n = 5498)"
2801,19,"English","WS","First","White","Female","Secondary","production",490,"All Data",5498,"All Data (n = 5498)"
2802,24,"English","WS","First","White","Female","Secondary","production",569,"All Data",5498,"All Data (n = 5498)"
2803,30,"English","WS","First","White","Female","Secondary","production",635,"All Data",5498,"All Data (n = 5498)"
2804,17,"English","WS","Second","White","Female","Graduate","production",224,"All Data",5498,"All Data (n = 5498)"
2805,24,"English","WS","Second","White","Female","Graduate","production",657,"All Data",5498,"All Data (n = 5498)"
2806,29,"English","WS","Second","White","Female","Graduate","production",669,"All Data",5498,"All Data (n = 5498)"
2807,20,"English","WS","First","White","Male","Some College","production",262,"All Data",5498,"All Data (n = 5498)"
2808,19,"English","WS","Second","White","Male","Graduate","production",234,"All Data",5498,"All Data (n = 5498)"
2809,25,"English","WS","Second","White","Male","Graduate","production",619,"All Data",5498,"All Data (n = 5498)"
2810,18,"English","WS","Third","Black","Female","College","production",177,"All Data",5498,"All Data (n = 5498)"
2811,24,"English","WS","Third","Black","Female","College","production",425,"All Data",5498,"All Data (n = 5498)"
2812,18,"English","WS","First","White","Male","Graduate","production",58,"All Data",5498,"All Data (n = 5498)"
2813,24,"English","WS","First","White","Male","Graduate","production",274,"All Data",5498,"All Data (n = 5498)"
2815,22,"English","WS","First","White","Male","College","production",307,"All Data",5498,"All Data (n = 5498)"
2816,30,"English","WS","First","White","Male","College","production",651,"All Data",5498,"All Data (n = 5498)"
2817,18,"English","WS","Third","White","Male","College","production",82,"All Data",5498,"All Data (n = 5498)"
2818,24,"English","WS","Third","White","Male","College","production",391,"All Data",5498,"All Data (n = 5498)"
2819,18,"English","WS","First","White","Male","College","production",27,"All Data",5498,"All Data (n = 5498)"
2820,24,"English","WS","First","White","Male","College","production",213,"All Data",5498,"All Data (n = 5498)"
2822,25,"English","WS","Third","White","Male","Some Graduate","production",105,"All Data",5498,"All Data (n = 5498)"
2824,18,"English","WS","First","White","Female","Some Graduate","production",359,"All Data",5498,"All Data (n = 5498)"
2825,25,"English","WS","First","White","Female","College","production",647,"All Data",5498,"All Data (n = 5498)"
2826,18,"English","WS","Second","White","Male","Some College","production",113,"All Data",5498,"All Data (n = 5498)"
2827,24,"English","WS","Second","White","Male","Some College","production",474,"All Data",5498,"All Data (n = 5498)"
2828,29,"English","WS","Second","White","Male","Some College","production",608,"All Data",5498,"All Data (n = 5498)"
2829,18,"English","WS","First","White","Female","College","production",154,"All Data",5498,"All Data (n = 5498)"
2830,25,"English","WS","First","White","Female","Some Graduate","production",389,"All Data",5498,"All Data (n = 5498)"
2831,30,"English","WS","First","White","Female","Some Graduate","production",577,"All Data",5498,"All Data (n = 5498)"
2832,19,"English","WS","First","White","Female","College","production",64,"All Data",5498,"All Data (n = 5498)"
2833,24,"English","WS","First","White","Female","College","production",136,"All Data",5498,"All Data (n = 5498)"
2835,19,"English","WS","Third","White","Male","Graduate","production",407,"All Data",5498,"All Data (n = 5498)"
2837,26,"English","WS","First","White","Male","College","production",133,"All Data",5498,"All Data (n = 5498)"
2838,30,"English","WS","First","White","Male","College","production",628,"All Data",5498,"All Data (n = 5498)"
2839,18,"English","WS","Second","White","Male","Some Graduate","production",136,"All Data",5498,"All Data (n = 5498)"
2840,30,"English","WS","Second","White","Male","Graduate","production",574,"All Data",5498,"All Data (n = 5498)"
2841,19,"English","WS","Second","White","Female","College","production",79,"All Data",5498,"All Data (n = 5498)"
